position,TerrainHeight,Sun Visibility 60m,Polar Summer Max Temp,lon,lat
0.976675,1320.831856,0.355,256.688873,48.578247,-89.87442
0.979539,1320.87,0.355,256.688873,48.590856,-89.87433
0.982403,1320.91,0.34884,256.688873,48.603447,-89.874239
0.985267,1320.94,0.34884,256.688873,48.61602,-89.874149
0.988131,1320.971051,0.34884,256.688873,48.628575,-89.874059
0.990995,1321,0.34884,256.688873,48.641111,-89.873968
0.99386,1321.02,0.34884,256.688873,48.65363,-89.873878
0.996724,1321.08,0.34884,256.688873,48.666131,-89.873788
0.999588,1321.15,0.34884,256.688873,48.678614,-89.873697
1.002448,1321.219908,0.3522,273.841614,48.691063,-89.873607
1.005312,1320.81,0.34884,256.688873,48.678597,-89.873697
1.008177,1320.74,0.34884,256.688873,48.666113,-89.873788
1.011041,1320.71,0.34884,256.688873,48.653612,-89.873878
1.013905,1320.678047,0.34884,256.688873,48.641092,-89.873968
1.016769,1320.638685,0.34884,256.688873,48.628554,-89.874059
1.019633,1320.61,0.34884,256.688873,48.615999,-89.874149
1.022497,1320.57,0.34884,256.688873,48.603425,-89.874239
1.025361,1320.53,0.34884,256.688873,48.590833,-89.87433
1.028226,1320.497542,0.34884,256.688873,48.578224,-89.87442
1.03109,1320.472312,0.355,256.688873,48.565596,-89.87451
1.033954,1320.42,0.355,256.688873,48.55295,-89.874601
1.036818,1320.321223,0.355,256.688873,48.540285,-89.874691
1.039682,1320.15,0.355,256.688873,48.527603,-89.874781
1.042546,1319.881828,0.355,256.688873,48.514902,-89.874872
1.04541,1319.581526,0.355,256.688873,48.502182,-89.874962
1.048275,1319.300001,0.355,256.688873,48.489445,-89.875052
1.051139,1319.032364,0.355,256.688873,48.476689,-89.875142
1.054003,1318.78201,0.355,256.688873,48.463914,-89.875233
1.056867,1318.540875,0.355,256.688873,48.451121,-89.875323
1.059731,1318.28147,0.355,256.688873,48.438309,-89.875413
1.062595,1318.030001,0.355,256.688873,48.425479,-89.875503
1.06546,1317.750001,0.37276,256.688873,48.412631,-89.875594
1.068324,1317.530001,0.37276,256.688873,48.399763,-89.875684
1.071188,1317.46,0.37276,256.688873,48.386877,-89.875774
1.074052,1317.42,0.37276,256.688873,48.373972,-89.875864
1.076916,1317.391061,0.37276,256.688873,48.361049,-89.875955
1.07978,1317.35129,0.37276,256.688873,48.348106,-89.876045
1.082644,1317.32,0.37276,256.688873,48.335145,-89.876135
1.085509,1317.302163,0.37276,256.688873,48.322165,-89.876225
1.088373,1317.3,0.37276,256.688873,48.309166,-89.876315
1.091237,1317.32,0.37276,256.688873,48.296148,-89.876405
1.094101,1317.413396,0.37276,256.688873,48.283111,-89.876496
1.096965,1317.511762,0.37276,256.688873,48.270055,-89.876586
1.099829,1317.621802,0.37276,256.688873,48.256979,-89.876676
1.102693,1317.620554,0.37276,256.688873,48.243885,-89.876766
1.105558,1317.510001,0.37276,256.688873,48.230772,-89.876856
1.108422,1317.390001,0.37276,256.688873,48.217639,-89.876946
1.111286,1317.261399,0.37276,256.688873,48.204487,-89.877037
1.11415,1317.222695,0.37276,256.688873,48.191316,-89.877127
1.117014,1317.29,0.37276,256.688873,48.178125,-89.877217
1.119878,1317.37,0.37276,256.688873,48.164915,-89.877307
1.122742,1317.43,0.37276,256.688873,48.151686,-89.877397
1.125607,1317.44,0.37276,256.688873,48.138437,-89.877487
1.128471,1317.340001,0.37276,256.688873,48.125168,-89.877577
1.131335,1317.090002,0.37476,256.688873,48.111881,-89.877667
1.134199,1316.950001,0.37476,256.688873,48.098573,-89.877757
1.137063,1316.94066,0.37476,256.688873,48.085246,-89.877847
1.139927,1316.97,0.37476,256.688873,48.071899,-89.877938
1.142792,1317.02,0.37476,256.688873,48.058533,-89.878028
1.145656,1317.04,0.37476,256.688873,48.045146,-89.878118
1.14852,1317.01,0.37476,256.688873,48.03174,-89.878208
1.151384,1316.86076,0.37476,256.688873,48.018315,-89.878298
1.154248,1316.581808,0.37476,256.688873,48.004869,-89.878388
1.157112,1316.362196,0.37476,256.688873,47.991403,-89.878478
1.159976,1316.190001,0.37476,256.688873,47.977917,-89.878568
1.162841,1316.012557,0.37476,256.688873,47.964412,-89.878658
1.165705,1315.842974,0.37476,256.688873,47.950886,-89.878748
1.168569,1315.670001,0.37476,256.688873,47.93734,-89.878838
1.171433,1315.510001,0.37476,256.688873,47.923774,-89.878928
1.174297,1315.360001,0.38752,256.688873,47.910188,-89.879018
1.177161,1315.201504,0.38752,256.688873,47.896582,-89.879108
1.180025,1314.970002,0.38752,256.688873,47.882955,-89.879198
1.18289,1314.711359,0.38752,256.688873,47.869308,-89.879288
1.185754,1314.531661,0.38752,256.688873,47.855641,-89.879378
1.188618,1314.360948,0.38752,256.688873,47.841953,-89.879468
1.191482,1314.210001,0.38752,256.688873,47.828245,-89.879558
1.194346,1314.030002,0.38752,256.688873,47.814517,-89.879648
1.19721,1313.850002,0.36088,256.688873,47.800767,-89.879737
1.200074,1313.640002,0.36088,256.688873,47.786998,-89.879827
1.202939,1313.411081,0.36088,256.688873,47.773207,-89.879917
1.205803,1313.170002,0.36088,256.688873,47.759396,-89.880007
1.208667,1312.960002,0.36088,256.688873,47.745565,-89.880097
1.211531,1312.810357,0.36088,256.688873,47.731712,-89.880187
1.214395,1312.730999,0.36088,256.688873,47.717839,-89.880277
1.217259,1312.63035,0.36088,256.688873,47.703945,-89.880367
1.220124,1312.531311,0.36088,256.688873,47.69003,-89.880457
1.222988,1312.411646,0.36088,256.688873,47.676094,-89.880547
1.225852,1312.280001,0.36088,256.688873,47.662137,-89.880636
1.228716,1312.150353,0.36088,256.688873,47.648159,-89.880726
1.23158,1312.000658,0.36088,256.688873,47.63416,-89.880816
1.234444,1311.900162,0.36088,256.688873,47.62014,-89.880906
1.237308,1311.850001,0.36088,256.688873,47.606098,-89.880996
1.240173,1311.820378,0.36088,256.688873,47.592036,-89.881086
1.243037,1311.81,0.36088,256.688873,47.577952,-89.881175
1.245901,1311.81,0.36088,256.688873,47.563847,-89.881265
1.248765,1311.82,0.36088,256.688873,47.54972,-89.881355
1.251629,1311.86,0.36088,256.688873,47.535572,-89.881445
1.254493,1311.920744,0.36088,256.688873,47.521403,-89.881535
1.257357,1311.999999,0.36088,256.688873,47.507212,-89.881624
1.260222,1312.099999,0.36088,256.688873,47.493,-89.881714
